,0
3506,22.0
3507,16.0
3509,11.0
3511,8.0
3515,22.0
3517,6.0
3518,1.0
3520,6.0
3522,44.0
3523,2.0
3525,51.0
3528,69.0
3529,5.0
3530,88.0
3533,3.0
3535,1.0
3539,23.0
3540,76.0
3545,11.0
3546,7.0
3547,18.0
3553,347.0
3554,2.0
3555,2.0
3556,20.0
3558,11.0
3560,234.0
3561,6.0
3566,5.0
3567,13.0
3570,10.0
3571,24.0
3573,2.0
3575,7.0
3576,5.0
3577,366.0
3580,168.0
3582,77.0
3583,51.0
3586,297.0
3587,1.0
3589,85.0
3590,2.0
3593,167.0
3594,66.0
3595,6.0
3596,2087.0
3598,133.0
3601,17.0
3602,62.0
3603,95.0
3604,394.0
3605,8.0
3606,13.0
3609,5.0
3611,391.0
3612,6.0
3615,12.0
3617,46.0
3619,82.0
3622,127.0
3624,103.0
3626,1483.0
3628,26.0
3635,86.0
3636,25.0
3641,114.0
3645,17.0
3646,218.0
3647,4.0
3649,58.0
3651,29.0
3652,10.0
3653,255.0
3655,10.0
3656,15.0
3657,44.0
3662,16.0
3665,3.0
3666,52.0
3668,27.0
3669,27.0
3670,51.0
3674,19.0
3676,431.0
3678,1.0
3679,14.0
3680,20.0
3685,13.0
3686,4.0
3687,77.0
3688,72.0
3689,23.0
3690,5.0
3698,95.0
3699,1.0
3700,6.0
3701,102.0
3702,120.0
3703,340.0
3704,17.0
3706,256.0
3707,41.0
3713,13.0
3714,1.0
3716,20.0
3718,91.0
3719,2.0
3720,25.0
3721,30.0
3727,80.0
3728,19.0
3734,2.0
3736,20.0
3738,1.0
3740,2.0
3743,55.0
3744,77.0
3749,11.0
3751,21.0
3752,47.0
3753,1.0
3754,16.0
3755,6.0
3757,136.0
3763,25.0
3765,29.0
3766,15.0
3768,8.0
3769,21.0
3770,54.0
3771,50.0
3774,144.0
3775,19.0
3776,23.0
3782,3.0
3784,16.0
3786,6.0
3788,46.0
3789,184.0
3791,40.0
3795,13.0
3796,16.0
3799,4.0
3800,253.0
3801,1.0
3802,67.0
3804,34.0
3807,10.0
3808,255.0
3809,6.0
3811,112.0
3812,53.0
3813,70.0
3816,693.0
3818,3.0
3820,22.0
3822,76.0
3824,5.0
3826,1.0
3830,20.0
3831,23.0
3832,5.0
3833,271.0
3836,104.0
3840,23.0
3842,31.0
3851,68.0
3853,131.0
3854,118.0
3855,73.0
3856,105.0
3859,41.0
3861,236.0
3864,785.0
3865,62.0
3867,30.0
3869,72.0
3870,2.0
3871,2.0
3875,10.0
3879,179.0
3881,21.0
3882,7.0
3883,30.0
3886,1.0
3888,109.0
3889,16.0
3894,49.0
3898,10.0
3899,11.0
3900,3.0
3901,25.0
3904,12.0
3906,17.0
3908,157.0
3914,69.0
3917,138.0
3919,5.0
3920,8.0
3923,7.0
3924,12.0
3925,26.0
3927,153.0
3928,579.0
3931,523.0
3935,1.0
3936,89.0
3938,24.0
3940,1.0
3941,16.0
3943,145.0
3946,2.0
3947,3.0
3948,28.0
3949,2.0
3953,9.0
3954,1.0
3955,12.0
3957,178.0
3964,20.0
3965,624.0
3966,1.0
3972,14.0
3973,146.0
3974,31.0
3975,52.0
3976,14.0
3977,25.0
3978,1.0
3979,25.0
3980,66.0
3983,12.0
3986,2.0
3987,575.0
3992,19.0
3997,3.0
3998,1.0
3999,8.0
4000,20.0
4001,23.0
4002,2.0
4004,70.0
4009,4.0
4021,94.0
4027,9.0
4029,63.0
4032,1.0
4034,32.0
4036,29.0
4037,50.0
4038,9.0
4039,380.0
4041,15.0
4042,55.0
4043,40.0
4046,5.0
4050,76.0
4052,112.0
4053,1.0
4055,6.0
4058,667.0
4059,131.0
4060,4.0
4062,219.0
4064,6.0
4065,1.0
4066,8.0
4067,54.0
4069,1.0
4071,4.0
4072,56.0
4077,39.0
4078,267.0
4083,92.0
4084,27.0
4085,42.0
4088,43.0
4089,29.0
4092,234.0
4093,21.0
4094,5.0
4103,15.0
4104,157.0
4105,722.0
4106,88.0
4108,39.0
4110,15.0
4111,118.0
4112,110.0
4114,1.0
4115,110.0
4116,146.0
4118,207.0
4120,56.0
4123,4.0
4126,50.0
4129,93.0
4134,26.0
4136,90.0
4137,195.0
4138,706.0
4141,45.0
4147,46.0
4148,5.0
4149,9.0
4150,291.0
4152,4.0
4153,2.0
4154,151.0
4156,45.0
4158,53.0
4159,898.0
4161,22.0
4162,2.0
4164,16.0
4167,4.0
4171,3.0
4172,44.0
4173,1.0
4174,5.0
4178,16.0
4179,125.0
4182,22.0
4185,12.0
4186,8.0
4189,365.0
4193,5.0
4194,3.0
4196,1.0
4200,16.0
4201,1.0
4203,126.0
4204,156.0
4205,11.0
4206,8.0
4207,2.0
4208,4.0
4210,13.0
4212,8.0
4214,5.0
4215,11.0
4216,9.0
4218,555.0
4220,77.0
4222,7.0
4224,29.0
4225,12.0
4228,10.0
4229,69.0
4231,46.0
4233,3.0
4235,8.0
4236,101.0
4237,1.0
4239,4.0
4240,34.0
4242,5.0
4244,18.0
4245,11.0
4249,28.0
4250,43.0
4251,30.0
4253,224.0
4256,27.0
4257,102.0
4258,13.0
4259,24.0
4260,201.0
4261,5.0
4262,5.0
4264,4.0
4265,12.0
4266,42.0
4267,72.0
4269,6.0
4270,24.0
4274,94.0
4275,140.0
4276,3.0
4280,47.0
4283,9.0
4284,8.0
4285,46.0
4286,30.0
4290,89.0
4291,57.0
4292,664.0
4294,38.0
4295,44.0
4296,22.0
4299,63.0
4301,38.0
4302,41.0
4303,7.0
4304,50.0
4307,185.0
4310,265.0
4312,69.0
4313,157.0
4317,188.0
4318,23.0
4319,11.0
4323,176.0
4324,1.0
4326,8.0
4330,34.0
4331,2.0
4333,2.0
4334,91.0
4335,1.0
4336,62.0
4338,1.0
4340,254.0
4341,122.0
4343,1.0
4344,38.0
4345,1.0
4346,5.0
4347,468.0
4349,6.0
4352,4.0
4358,19.0
4362,19.0
4364,60.0
4366,570.0
4367,80.0
4368,180.0
4370,85.0
4372,7.0
4373,5.0
4375,155.0
4377,1.0
4380,3.0
4384,131.0
4385,19.0
4387,2.0
4388,20.0
4392,7.0
4393,45.0
4395,571.0
4397,92.0
4400,101.0
4402,44.0
4403,12.0
4404,5.0
4407,3.0
4408,1.0
4411,6.0
4415,261.0
4424,38.0
4425,174.0
4428,52.0
4429,3.0
4430,12.0
4433,8.0
4435,117.0
4436,90.0
4438,13.0
4440,4.0
4441,14.0
4443,2.0
4445,26.0
4450,1.0
4452,10.0
4454,103.0
4456,27.0
4457,18.0
4461,1.0
4463,7.0
4465,9.0
4467,2.0
4468,104.0
4470,78.0
4471,12.0
4474,1.0
4478,169.0
4480,4.0
4481,5.0
4486,81.0
4489,3.0
4490,98.0
4491,188.0
4492,391.0
4493,36.0
4496,13.0
4498,15.0
4500,174.0
4503,9.0
4504,7.0
4507,4.0
4508,7.0
4512,3.0
4513,1.0
4515,10.0
4516,2.0
4517,3.0
4520,63.0
4521,119.0
4522,303.0
4524,507.0
4528,23.0
4532,142.0
4533,5.0
4535,300.0
4536,1.0
4537,545.0
4540,7.0
4545,2.0
4549,5.0
4550,2.0
4551,3.0
4553,309.0
4555,96.0
4556,32.0
4558,32.0
4559,25.0
4560,42.0
4562,945.0
4565,15.0
4567,19.0
4569,3.0
4573,20.0
4574,37.0
4575,32.0
4576,272.0
4578,18.0
4580,103.0
4582,3.0
4583,28.0
4585,2.0
4586,6.0
4587,4.0
4588,3.0
4589,34.0
4590,8.0
4591,7.0
4592,7.0
4595,38.0
4597,17.0
4598,10.0
4601,32.0
4602,257.0
4605,6.0
4606,4.0
4607,9.0
4609,24.0
4610,28.0
4616,11.0
4617,1.0
4619,63.0
4621,8.0
4626,31.0
4628,2.0
4629,53.0
4630,27.0
4632,31.0
4633,25.0
4634,26.0
4640,5.0
4641,40.0
4642,4.0
4643,2.0
4660,14.0
4661,8.0
4662,11.0
4663,543.0
4664,41.0
4667,4.0
4669,1.0
4671,10.0
4672,81.0
4673,38.0
4677,3.0
4679,115.0
4680,1.0
4681,113.0
4683,22.0
4684,13.0
4685,5.0
4686,26.0
4687,9.0
4689,9.0
4692,10.0
4693,47.0
4694,16.0
4702,6.0
4704,3.0
4705,15.0
4706,24.0
4707,66.0
4716,40.0
4717,1.0
4723,100.0
4724,4.0
4725,7.0
4726,28.0
4728,8.0
4730,18.0
4732,53.0
4733,7.0
4735,80.0
4736,1.0
4737,20.0
4738,23.0
4739,39.0
4740,22.0
4741,19.0
4742,6.0
4743,17.0
4745,38.0
4748,11.0
4749,53.0
4751,1.0
4752,8.0
4758,6.0
4760,8.0
4762,152.0
4764,69.0
4765,358.0
4766,22.0
4768,41.0
4774,80.0
4775,6.0
4776,31.0
4777,4.0
4778,24.0
4779,35.0
4780,31.0
4781,94.0
4783,7.0
4784,10.0
4786,108.0
4787,81.0
4788,5.0
4790,259.0
4793,58.0
4794,7.0
4795,6.0
4797,296.0
4802,47.0
4803,7.0
4804,34.0
4805,350.0
4806,4.0
4808,16.0
4810,19.0
4812,3.0
4813,1.0
4814,1.0
4816,2.0
4817,43.0
4818,1470.0
4820,5.0
4821,37.0
4822,93.0
4824,114.0
4826,49.0
4827,1.0
4829,33.0
4836,7.0
4837,40.0
4838,5.0
4839,12.0
4843,1.0
4845,14.0
4849,105.0
4850,3.0
4851,2.0
4853,533.0
4854,85.0
4855,87.0
4857,83.0
4858,1.0
4859,9.0
4864,21.0
4865,17.0
4867,1.0
4872,3.0
4876,109.0
4877,327.0
4878,49.0
4880,3.0
4883,4.0
4885,2.0
4886,13.0
4887,82.0
4889,5.0
4890,198.0
4891,1.0
4893,103.0
4895,41.0
4896,1.0
4897,127.0
4898,20.0
4899,3.0
4902,52.0
4905,7.0
4906,3.0
4910,3.0
4911,35.0
4915,32.0
4919,1.0
4922,47.0
4923,5.0
4925,17.0
4926,134.0
4927,57.0
4929,110.0
4934,28.0
4937,94.0
4939,4.0
4941,10.0
4943,52.0
4948,31.0
4951,12.0
4955,3.0
4956,729.0
4957,1.0
4958,4.0
4959,12.0
4961,342.0
4962,18.0
4965,37.0
4967,12.0
4968,164.0
4969,4.0
4970,2.0
4972,17.0
4973,10.0
4974,5.0
4975,6.0
4976,153.0
4980,20.0
4981,24.0
4982,34.0
4985,172.0
4988,180.0
4990,431.0
4994,38.0
4995,16.0
4997,126.0
4998,16.0
4999,275.0
5005,317.0
5007,183.0
5008,237.0
5009,17.0
5010,6.0
5012,25.0
5013,28.0
5014,4.0
5015,22.0
5016,127.0
5018,1.0
5021,3.0
5022,26.0
5023,160.0
5024,7.0
5026,29.0
5028,10.0
5029,9.0
5031,23.0
5035,18.0
5037,6.0
5039,50.0
5041,5.0
5042,10.0
5043,2.0
5044,53.0
5045,27.0
5049,100.0
5050,15.0
5051,2.0
5052,269.0
5053,2.0
5056,128.0
5058,39.0
5061,288.0
5062,1222.0
5063,13.0
5064,101.0
5065,2.0
5066,23.0
5068,2.0
5069,25.0
5070,212.0
5071,367.0
5074,2.0
5077,29.0
5079,76.0
5081,3.0
5083,29.0
5084,17.0
5085,5.0
5086,2.0
5087,1.0
5089,12.0
5091,17.0
5093,11.0
5095,5.0
5097,9.0
5105,15.0
5107,14.0
5111,6.0
5119,1.0
5120,80.0
5121,1.0
5123,14.0
5124,49.0
5127,4.0
5130,30.0
5131,239.0
5132,149.0
5133,335.0
5134,15.0
5138,18.0
5139,3.0
5140,31.0
5141,2.0
5142,47.0
5144,19.0
5145,3.0
5147,398.0
5148,19.0
5150,7.0
5152,73.0
5154,33.0
5157,141.0
5158,3.0
5160,13.0
5164,138.0
5165,5.0
5166,3.0
5168,47.0
5170,9.0
5171,2.0
5172,88.0
5176,118.0
5179,10.0
5180,59.0
5181,5.0
5182,88.0
5183,45.0
5184,403.0
5186,121.0
5189,385.0
5193,10.0
5194,4.0
5196,139.0
5197,128.0
5201,260.0
5209,9.0
5210,29.0
5211,56.0
5218,3.0
5219,20.0
5223,31.0
5224,98.0
5226,1.0
5228,2.0
5229,6.0
5232,1.0
5233,2.0
5235,1.0
5241,36.0
5243,14.0
5244,34.0
5248,5.0
5249,7.0
5251,1.0
5252,50.0
5253,166.0
5254,6.0
5255,3.0
5259,28.0
5260,6.0
5261,19.0
5262,16.0
5263,4.0
5264,27.0
5267,47.0
5272,1.0
5276,21.0
5283,311.0
5284,327.0
5288,17.0
5293,2.0
5300,111.0
5302,3.0
5303,2.0
5304,1.0
5305,74.0
5309,3.0
5313,1.0
5318,2.0
5319,1.0
5320,7.0
5324,1.0
5326,7.0
5327,5.0
5329,2.0
5330,3.0
5335,2.0
5336,8.0
5337,1.0
5338,25.0
5342,9.0
5343,8.0
5348,444.0
5353,3.0
5354,1.0
5356,221.0
5357,2.0
5360,222.0
5362,2.0
5364,10.0
5365,2.0
5366,19.0
5367,7.0
5369,22.0
5371,1.0
5372,16.0
5374,1.0
5376,61.0
5379,25.0
5380,71.0
5382,54.0
5383,6.0
5384,52.0
5387,4.0
5388,63.0
5389,3.0
5393,86.0
5394,4.0
5396,3.0
5398,3.0
5399,2.0
5400,16.0
5402,1.0
5404,145.0
5409,9.0
5411,107.0
5412,10.0
5413,57.0
5414,108.0
5415,14.0
5417,2.0
5420,65.0
5421,1.0
5423,1.0
5427,9.0
5428,24.0
5429,2.0
5430,343.0
5431,399.0
5433,7.0
5434,20.0
5435,13.0
5436,2.0
5437,2.0
5439,16.0
5440,16.0
5441,1.0
5443,5.0
5446,152.0
5448,505.0
5449,27.0
5450,6.0
5452,17.0
5456,9.0
5459,1.0
5461,114.0
5462,5.0
5465,6.0
5467,2.0
5472,11.0
5473,49.0
5477,75.0
5481,9.0
5482,18.0
5483,58.0
5484,14.0
5485,9.0
5490,38.0
5492,116.0
5493,6.0
5494,8.0
5495,16.0
5496,137.0
5498,15.0
5500,254.0
5504,3.0
5509,110.0
5512,268.0
5513,35.0
5514,40.0
5515,6.0
5518,38.0
5519,10.0
5524,2.0
5525,4.0
5526,166.0
5529,105.0
5532,20.0
5534,71.0
5535,116.0
5536,139.0
5537,13.0
5539,22.0
5542,8.0
5544,23.0
5545,2.0
5549,150.0
5552,2.0
5556,55.0
5557,145.0
5558,3.0
5561,34.0
5563,20.0
5566,175.0
5567,40.0
5571,9.0
5572,46.0
5578,20.0
5579,2.0
5581,3.0
5583,13.0
5585,2.0
5588,2.0
5592,5.0
5595,116.0
5597,11.0
5601,5.0
5602,18.0
5608,35.0
5609,15.0
5611,71.0
5613,9.0
5614,1.0
5617,4.0
5618,9.0
5623,5.0
5625,3.0
5626,86.0
5628,2.0
5632,26.0
5633,28.0
5635,1.0
5636,11.0
5640,250.0
5643,1.0
5649,1.0
5651,20.0
5652,74.0
5653,36.0
5655,6.0
5656,112.0
5658,4.0
5660,5.0
5661,8.0
5663,2.0
5664,20.0
5673,1.0
5675,37.0
5679,1.0
5680,2.0
5681,2.0
5683,4.0
5684,92.0
5686,19.0
5695,29.0
5696,3.0
5697,23.0
5698,10.0
5700,7.0
5705,1.0
5709,2.0
5710,7.0
5711,1.0
5712,60.0
5715,11.0
5720,31.0
5723,124.0
5725,16.0
5727,9.0
5728,1.0
5731,6.0
5733,1.0
5734,2.0
5735,23.0
5740,35.0
5748,20.0
5751,1.0
5752,297.0
5753,628.0
5754,1.0
5755,1.0
5759,37.0
5762,11.0
5766,6.0
5768,2.0
5776,3.0
5780,8.0
5781,2.0
5782,13.0
5784,4.0
5785,2.0
5786,18.0
5787,6.0
5788,8.0
5792,32.0
5796,1.0
5798,18.0
5799,14.0
5800,37.0
5805,18.0
5817,69.0
5818,7.0
5819,9.0
5822,60.0
5824,46.0
5826,9.0
5833,1.0
5834,928.0
5836,53.0
5838,34.0
5839,1.0
5843,2.0
5844,4.0
5847,4.0
5850,8.0
5851,26.0
5852,28.0
5853,18.0
5860,73.0
5861,16.0
5862,50.0
5863,1.0
5864,15.0
5865,2.0
5866,20.0
5868,2.0
5869,10.0
5874,22.0
5878,8.0
5883,82.0
5886,42.0
5887,9.0
5888,17.0
5889,23.0
5890,17.0
5891,7.0
5893,14.0
5894,7.0
5897,219.0
5898,57.0
5900,34.0
5902,465.0
5904,148.0
5908,5.0
5914,1.0
5917,146.0
5923,102.0
5926,3.0
5927,1.0
5928,57.0
5929,16.0
5931,66.0
5938,84.0
5941,11.0
5943,13.0
5945,1.0
5952,1.0
5955,1.0
5958,2.0
5959,27.0
5964,12.0
5967,40.0
5970,25.0
5972,3.0
5973,1.0
5975,4.0
5976,20.0
5977,20.0
5979,5.0
5981,199.0
5984,2.0
5987,2.0
5988,6.0
5990,8.0
5991,9.0
5992,9.0
5994,1.0
5996,25.0
5997,2.0
5998,54.0
6000,18.0
6001,24.0
6002,78.0
6006,123.0
6008,2.0
6012,4.0
6022,21.0
6028,163.0
6029,26.0
6035,1.0
6039,3.0
6043,192.0
6044,77.0
6045,204.0
6047,65.0
6048,21.0
6049,102.0
6052,37.0
6056,10.0
6057,8.0
6059,441.0
6062,3.0
6068,2.0
6078,4.0
6079,2.0
6081,401.0
6083,181.0
6086,42.0
6087,47.0
6093,1.0
6094,143.0
6099,3.0
6100,31.0
6101,25.0
6104,5.0
6106,3.0
6111,8.0
6112,29.0
6113,1.0
6114,12.0
6115,26.0
6118,13.0
6120,34.0
6121,10.0
6122,577.0
6123,154.0
6127,367.0
6134,2.0
6135,8.0
6136,7.0
6137,44.0
6138,2.0
6144,7.0
6145,40.0
6153,18.0
6160,1.0
6168,8.0
6171,7.0
6173,8.0
6176,15.0
6177,9.0
6179,1.0
6180,45.0
6185,5.0
6189,55.0
6191,7.0
6192,28.0
6193,24.0
6195,6.0
6198,21.0
6202,2.0
6203,2.0
6204,12.0
6210,22.0
6211,9.0
6215,4.0
6218,87.0
6222,20.0
6225,119.0
6226,3.0
6228,11.0
6230,7.0
6232,24.0
6233,16.0
6237,1.0
6239,2.0
6240,1.0
6242,21.0
6244,71.0
6246,11.0
6252,52.0
6253,1.0
6254,1.0
6257,7.0
6262,33.0
6263,27.0
6265,16.0
6267,4.0
6270,44.0
6271,1.0
6275,3.0
6276,11.0
6278,19.0
6280,4.0
6282,2.0
6284,516.0
6286,2.0
6287,24.0
6290,2.0
6291,64.0
6292,1.0
6295,15.0
6297,3.0
6298,19.0
6299,61.0
6301,22.0
6306,12.0
6307,5.0
6309,110.0
6316,39.0
6320,12.0
6322,8.0
6324,1.0
6326,11.0
6331,69.0
6345,11.0
6347,29.0
6348,10.0
6350,1.0
6354,17.0
6355,19.0
6357,176.0
6363,5.0
6371,18.0
6373,39.0
6374,8.0
6375,64.0
6376,10.0
6383,6.0
6384,4.0
6385,3.0
6387,19.0
6389,207.0
6390,437.0
6393,3.0
6396,33.0
6399,52.0
6400,79.0
6401,2.0
6404,8.0
6407,51.0
6411,4.0
6413,2.0
6419,77.0
6420,21.0
6422,46.0
6425,6.0
6427,310.0
6428,54.0
6429,1.0
6430,11.0
6432,153.0
6433,12.0
6434,3.0
6435,1.0
6436,72.0
6437,1.0
6439,3.0
6445,1.0
6447,1.0
6450,31.0
6452,1.0
6454,25.0
6457,4.0
6459,94.0
6460,76.0
6463,12.0
6464,9.0
6466,41.0
6468,3.0
6470,7.0
6471,40.0
6472,2.0
6473,8.0
6474,3.0
6478,3.0
6482,77.0
6486,1.0
6491,43.0
6493,44.0
6494,32.0
6495,6.0
6496,6.0
6500,8.0
6502,4.0
6505,128.0
6509,19.0
6510,48.0
6515,111.0
6518,4.0
6525,3.0
6527,28.0
6529,3.0
6530,1.0
6531,4.0
6532,1.0
6533,1.0
6539,9.0
6540,2.0
6542,1.0
6543,3.0
6545,18.0
6546,94.0
6547,4.0
6548,5.0
6549,5.0
6551,8.0
6552,20.0
6553,31.0
6557,30.0
6559,10.0
6560,1.0
6561,14.0
6562,5.0
6565,1.0
6566,2.0
6567,1.0
6568,8.0
6569,2.0
6576,12.0
6577,2.0
6580,7.0
6582,2.0
6588,1.0
6591,2.0
6594,11.0
6600,1.0
6605,29.0
6608,23.0
6609,41.0
6611,5.0
6612,119.0
6613,1.0
6617,1.0
6619,2.0
6623,134.0
6625,14.0
6627,2.0
6630,12.0
6631,24.0
6633,1.0
6634,1.0
6636,5.0
6641,248.0
6642,5.0
6644,3.0
6649,5.0
6655,3.0
6657,1.0
6660,12.0
6667,188.0
6668,4.0
6673,4.0
6676,3.0
6677,3.0
6684,1.0
6685,3.0
6688,1.0
6690,11.0
6692,33.0
6693,33.0
6695,6.0
6696,27.0
6697,1.0
6699,4.0
6705,5.0
6706,18.0
6707,20.0
6713,5.0
6715,2.0
6717,4.0
6724,39.0
6725,8.0
6727,10.0
6728,2.0
6730,1.0
6732,5.0
6738,19.0
6741,483.0
6751,24.0
6753,17.0
6754,1.0
6766,160.0
6768,1.0
6769,5.0
6771,12.0
6776,2.0
6778,8.0
6780,1.0
6781,5.0
6783,51.0
6784,5.0
6785,16.0
6786,4.0
6788,6.0
6791,1.0
6796,7.0
6798,23.0
6800,1.0
6806,1.0
6810,64.0
6813,8.0
6814,2.0
6817,6.0
6818,4.0
6825,39.0
6826,1.0
6827,14.0
6829,2.0
6830,3.0
6831,2.0
6835,32.0
6837,3.0
6838,3.0
6840,24.0
6844,98.0
6845,2.0
6846,10.0
6848,6.0
6850,27.0
6853,3.0
6854,3.0
6855,14.0
6856,2.0
6857,26.0
6859,28.0
6861,18.0
6865,18.0
6866,35.0
6867,5.0
6869,50.0
6870,18.0
6871,47.0
6876,104.0
6877,132.0
6878,12.0
6879,84.0
6880,9.0
6882,2.0
6887,553.0
6888,5.0
6894,10.0
6896,4.0
6897,4.0
6899,8.0
6901,9.0
6904,1.0
6906,35.0
6907,58.0
6908,2.0
6909,50.0
6916,3.0
6924,3.0
6928,1.0
6929,1.0
6937,40.0
6943,3.0
6948,1.0
6950,7.0
6952,81.0
6953,50.0
6954,390.0
6955,49.0
6956,19.0
6958,6.0
6960,33.0
6961,34.0
6962,46.0
6963,9.0
6964,3.0
6966,3.0
6968,67.0
6969,19.0
6971,6.0
6972,81.0
6979,2.0
6980,44.0
6983,13.0
6984,11.0
6987,9.0
6989,1.0
6991,6.0
6994,13.0
6999,21.0
7007,5.0
7010,2.0
7011,25.0
7012,2.0
7015,3.0
7018,10.0
7027,1.0
7028,2.0
7030,4.0
7035,3.0
7040,4.0
7043,8.0
7047,123.0
7048,8.0
7049,99.0
7050,8.0
7057,8.0
7058,5.0
7059,1.0
7060,8.0
7061,50.0
7062,24.0
7064,30.0
7066,2.0
7074,1.0
7077,2.0
7080,17.0
7082,8.0
7083,5.0
7085,39.0
7087,20.0
7088,114.0
7089,65.0
7092,24.0
7093,22.0
7094,13.0
7095,132.0
7096,5.0
7097,29.0
7099,26.0
7100,74.0
7102,126.0
7103,13.0
7108,25.0
7113,2.0
7114,2.0
7116,3.0
7123,4.0
7131,2.0
7138,51.0
7140,10.0
7143,1.0
7144,3.0
7146,1.0
7149,8.0
7152,38.0
7155,1.0
7156,20.0
7158,4.0
7159,110.0
7161,2.0
7163,62.0
7164,2.0
7165,28.0
7168,13.0
7169,10.0
7170,8.0
7172,5.0
7173,2.0
7175,36.0
7179,12.0
7180,14.0
7185,7.0
7186,3.0
7191,2.0
7196,28.0
7197,2.0
7205,8.0
7210,3.0
7212,1.0
7213,12.0
7214,86.0
7218,1.0
7220,14.0
7231,1.0
7235,11.0
7238,19.0
7240,2.0
7241,5.0
7242,9.0
7245,3.0
7246,1.0
7253,2.0
7255,2.0
7257,4.0
7259,30.0
7263,4.0
7264,65.0
7268,2.0
7272,1.0
7281,31.0
7282,4.0
7291,10.0
7294,1.0
7295,20.0
7297,1.0
7305,3.0
7306,39.0
7310,3.0
7312,5.0
7313,11.0
7316,1.0
7318,1.0
7319,1.0
7322,65.0
7325,5.0
7328,2.0
7329,1.0
7330,1.0
7334,8.0
7337,24.0
7339,261.0
7341,6.0
7345,1.0
7347,1.0
7349,20.0
7351,4.0
7354,5.0
7356,22.0
7357,26.0
7358,15.0
7361,1.0
7362,98.0
7365,4.0
7366,1.0
7367,2.0
7372,12.0
7377,6.0
7378,7.0
7379,8.0
7380,32.0
7386,2.0
7387,6.0
7394,36.0
7395,13.0
7396,1.0
7397,1.0
7398,1.0
7400,19.0
7402,1.0
7407,2.0
7408,159.0
7418,2.0
7419,24.0
7422,33.0
7428,2.0
7429,8.0
7432,1.0
7436,97.0
7441,17.0
7442,72.0
7443,2.0
7447,13.0
7452,4.0
7460,1.0
7461,2.0
7462,4.0
7465,1.0
7466,4.0
7468,2.0
7470,103.0
7471,10.0
7472,38.0
7474,3.0
7478,13.0
7480,9.0
7481,73.0
7483,270.0
7486,1.0
7488,2.0
7490,14.0
7492,79.0
7493,55.0
7494,34.0
7498,20.0
7500,1.0
7501,4.0
7506,43.0
7509,1.0
7510,15.0
7515,3.0
7517,2.0
7528,2.0
7530,1.0
7532,4.0
7534,5.0
7535,14.0
7537,4.0
7538,10.0
7539,7.0
7545,2.0
7550,3.0
7551,25.0
7552,6.0
7555,9.0
7556,17.0
7559,1.0
7561,1.0
7563,46.0
7569,60.0
7573,22.0
7574,27.0
7575,3.0
7577,3.0
7578,52.0
7580,1.0
7582,11.0
7587,10.0
7588,79.0
7594,6.0
7596,7.0
7597,157.0
7601,1.0
7608,62.0
7609,52.0
7610,41.0
7612,14.0
7613,79.0
7614,2.0
7616,7.0
7618,5.0
7619,2.0
7620,2.0
7627,1.0
7630,32.0
7643,14.0
7646,3.0
7648,25.0
7649,1.0
7652,32.0
7655,40.0
7660,6.0
7669,31.0
7671,2.0
7672,25.0
7682,90.0
7683,2.0
7684,3.0
7686,1.0
7688,1.0
7704,5.0
7708,1.0
7712,1.0
7713,45.0
7714,5.0
7719,15.0
7721,4.0
7723,19.0
7724,4.0
7725,1.0
7727,4.0
7732,1.0
7736,4.0
7737,6.0
7751,1.0
7756,18.0
7757,5.0
7758,6.0
7759,2.0
7764,24.0
7767,1.0
7770,2.0
7772,34.0
7774,8.0
7775,62.0
7782,22.0
7790,3.0
7792,250.0
7814,53.0
7823,2.0
7826,68.0
7828,45.0
7830,2.0
7832,9.0
7833,1.0
7835,102.0
7839,1.0
7851,11.0
7853,11.0
7854,47.0
7855,18.0
7856,6.0
7857,42.0
7860,11.0
7861,84.0
7862,1.0
7863,25.0
7867,178.0
7882,14.0
7883,35.0
7884,9.0
7886,2.0
7891,1.0
7895,27.0
7898,11.0
7899,19.0
7900,2.0
7902,6.0
7904,4.0
7906,12.0
7910,9.0
7911,1.0
7918,16.0
7926,6.0
7929,9.0
7935,5.0
7936,9.0
7937,8.0
7941,1.0
7949,72.0
7952,16.0
7953,7.0
7956,2.0
7963,6.0
7964,61.0
7970,1.0
7971,13.0
7974,18.0
7978,13.0
7979,81.0
7980,1.0
7983,52.0
7989,2.0
7993,1.0
7994,22.0
7998,3.0
8003,106.0
8004,35.0
8010,18.0
8018,41.0
8020,2.0
8033,3.0
8038,3.0
8040,3.0
8043,11.0
8045,257.0
8046,4.0
8051,7.0
8053,36.0
8054,1.0
8055,8.0
8058,88.0
8061,5.0
8063,7.0
8067,24.0
8068,22.0
8069,15.0
8072,4.0
8074,3.0
8076,17.0
8077,5.0
8078,3.0
8082,4.0
8083,5.0
8088,16.0
8089,17.0
8090,2.0
8093,4.0
8098,3.0
8099,1.0
8104,3.0
8112,5.0
8116,10.0
8118,1.0
8133,30.0
8134,1.0
8138,3.0
8140,1.0
8141,1.0
8142,5.0
8145,16.0
8146,5.0
8149,4.0
8150,16.0
8161,1.0
8163,25.0
8169,1.0
8170,1.0
8171,79.0
8174,4.0
8186,7.0
8187,31.0
8191,83.0
8192,47.0
8199,9.0
8200,2.0
8205,1.0
8208,3.0
8209,19.0
8213,36.0
8214,6.0
8218,29.0
8222,1.0
8225,3.0
8228,5.0
8229,3.0
8230,3.0
8235,3.0
